X,Z
-7.838039,7.160015
-7.667635,7.264717
-7.497231,7.369419
-7.326828,7.474121
-7.156424,7.578823
-6.98602,7.683525
-6.815616,7.788227
-6.645212,7.892929
-6.474808,7.997631
-6.304404,8.102333
-6.134,8.207035
-5.963596,8.311737
-5.793192,8.416439
-5.622788,8.521141
-5.452384,8.625843
-5.28198,8.730545
-5.111576,8.835247
-4.941172,8.939949
-4.770768,9.044651
-4.600364,9.149353
-4.42996,9.254055
-4.259556,9.358757
-4.089152,9.463459
-3.918748,9.568161
-3.748344,9.672863
-3.57794,9.777565
-3.407537,9.882267
-3.237133,9.986969
-3.066729,10.09167
-2.896325,10.19637
-2.725921,10.30107
-2.555517,10.40578
-2.385113,10.51048
-2.214709,10.61518
-2.044305,10.71988
-1.873901,10.82458
-1.703497,10.92929
-1.533093,11.03399
-1.362689,11.13869
-1.192285,11.24339
-1.021881,11.34809
-0.8514771,11.4528
-0.6810732,11.5575
-0.5106692,11.6622
-0.3402653,11.7669
-0.1698614,11.8716
0.0005425513,11.97631
0.1709465,12.08101
0.3413504,12.18571
0.5117543,12.29041
0.6821582,12.39511
0.8525622,12.49982
1.022966,12.60452
1.19337,12.70922
1.363774,12.81392
1.534178,12.91862
1.704582,13.02333
1.874986,13.12803
2.04539,13.23273
2.215794,13.33743
2.386198,13.44213
2.556602,13.54684
2.574891,13.34768
2.593181,13.14851
2.61147,12.94935
2.62976,12.75019
2.64805,12.55103
2.666339,12.35187
2.684629,12.15271
2.702918,11.95354
2.721208,11.75438
2.739497,11.55522
2.757787,11.35606
2.776077,11.1569
2.794366,10.95774
2.812656,10.75858
2.830945,10.55941
2.849235,10.36025
2.867524,10.16109
2.885814,9.961929
2.904104,9.762768
2.922393,9.563606
2.940683,9.364445
2.958972,9.165283
2.977262,8.966122
2.995551,8.76696
3.013841,8.567799
3.03213,8.368637
3.05042,8.169476
3.06871,7.970314
3.086999,7.771152
3.105289,7.57199
3.123578,7.372828
3.141868,7.173666
3.160157,6.974504
3.178447,6.775342
3.196737,6.57618
3.215026,6.377017
3.233316,6.177855
3.251605,5.978693
3.269895,5.779531
3.288184,5.580369
3.306474,5.381207
3.324764,5.182045
3.343053,4.982883
3.361343,4.783721
3.379632,4.584559
3.397922,4.385397
3.416211,4.186235
3.434501,3.987073
3.45279,3.787911
3.47108,3.588749
3.48937,3.389587
3.507659,3.190425
3.525949,2.991263
3.544238,2.792101
3.562528,2.592939
3.580817,2.393777
3.599107,2.194615
3.617397,1.995453
3.635686,1.796291
3.653976,1.597129
3.672265,1.397967
3.690555,1.198805
3.708844,0.9996434
3.727134,0.8004814
3.745424,0.6013195
3.763713,0.4021575
3.782003,0.2029956
3.800292,0.003833622
3.818582,-0.1953283
3.836871,-0.3944903
3.855161,-0.5936522
3.873451,-0.7928142
3.89174,-0.9919761
3.91003,-1.191138
3.928319,-1.3903
3.946609,-1.589462
3.964898,-1.788624
3.983188,-1.987786
4.001477,-2.186948
4.019767,-2.38611
4.038056,-2.585272
4.056346,-2.784434
4.074636,-2.983596
4.092925,-3.182758
