X,Z
-3.937979,-5.087327
-3.844898,-5.264347
-3.751818,-5.441366
-3.658737,-5.618386
-3.565657,-5.795405
-3.472576,-5.972425
-3.379496,-6.149445
-3.286415,-6.326464
-3.193335,-6.503484
-3.100254,-6.680503
-3.007174,-6.857523
-2.914093,-7.034543
-2.821012,-7.211562
-2.727932,-7.388582
-2.634851,-7.565601
-2.541771,-7.742621
-2.44869,-7.919641
-2.35561,-8.096661
-2.262529,-8.273681
-2.169449,-8.450701
-2.076368,-8.627721
-1.983288,-8.804741
-1.890207,-8.981761
-1.797127,-9.158781
-1.704046,-9.335801
-1.610966,-9.512821
-1.517885,-9.689841
-1.424805,-9.866861
-1.331724,-10.04388
-1.238644,-10.2209
-1.145563,-10.39792
-1.052483,-10.57494
-0.9594021,-10.75196
-0.8663216,-10.92898
-0.773241,-11.106
-0.6801605,-11.28302
-0.58708,-11.46004
-0.4939995,-11.63706
-0.400919,-11.81408
-0.3078384,-11.9911
-0.2147579,-12.16812
-0.1216774,-12.34514
-0.02859686,-12.52216
0.06448366,-12.69918
0.1575642,-12.8762
0.2506447,-13.05322
0.3437252,-13.23024
0.4368058,-13.40726
0.5298863,-13.58428
0.6229668,-13.7613
0.7160473,-13.93832
0.8091279,-14.11534
0.9022084,-14.29236
0.9952889,-14.46938
1.088369,-14.6464
1.18145,-14.82342
1.274531,-15.00044
1.367611,-15.17746
1.460692,-15.35448
1.553772,-15.5315
1.646853,-15.70852
1.739933,-15.88554
1.833014,-16.06256
1.926094,-16.23958
2.019175,-16.4166
2.112255,-16.59362
2.205336,-16.77064
2.298416,-16.94766
2.391497,-17.12468
2.484577,-17.3017
2.577658,-17.47872
2.670738,-17.65574
2.763819,-17.83275
2.856899,-18.00977
2.94998,-18.18679
3.043061,-18.36381
3.136141,-18.54083
3.229222,-18.71785
3.322302,-18.89487
3.415383,-19.07189
3.508463,-19.24891
3.601544,-19.42593
3.694624,-19.60295
3.787705,-19.77996
3.880785,-19.95698
3.973866,-20.134
4.066947,-20.31102
4.160027,-20.48804
4.253108,-20.66506
4.346188,-20.84208
4.439269,-21.0191
4.532349,-21.19612
4.62543,-21.37314
4.71851,-21.55016
4.811591,-21.72717
4.904671,-21.90419
4.997752,-22.08121
5.090832,-22.25823
5.183913,-22.43525
5.276993,-22.61227
5.370074,-22.78929
5.463154,-22.96631
5.556235,-23.14333
5.649315,-23.32035
5.742396,-23.49737
5.835476,-23.67439
5.928557,-23.8514
6.021637,-24.02842
6.114718,-24.20544
6.207798,-24.38246
6.300879,-24.55948
6.39396,-24.7365
6.48704,-24.91352
6.580121,-25.09054
6.673201,-25.26756
6.766282,-25.44458
6.859362,-25.6216
6.952443,-25.79861
7.045523,-25.97563
7.138604,-26.15265
7.231684,-26.32967
7.095619,-26.18309
6.959553,-26.03651
6.823488,-25.88993
6.687422,-25.74335
6.551357,-25.59676
6.415291,-25.45018
6.279226,-25.3036
6.14316,-25.15702
6.152331,-25.35681
6.161501,-25.5566
6.170672,-25.75639
6.179842,-25.95617
6.189013,-26.15596
6.198184,-26.35575
6.207354,-26.55554
6.216525,-26.75533
6.225695,-26.95512
6.234866,-27.15491
6.244036,-27.3547
6.253207,-27.55449
6.262377,-27.75428
6.271548,-27.95407
6.280718,-28.15385
6.289889,-28.35364
6.299059,-28.55343
6.30823,-28.75322
6.3174,-28.95301
6.326571,-29.1528
6.335742,-29.35259
6.344912,-29.55238
6.354083,-29.75217
6.363253,-29.95196
6.372424,-30.15174
6.381594,-30.35153
6.390765,-30.55132
6.399935,-30.75111
6.409106,-30.9509
6.418276,-31.15069
6.427447,-31.35048
6.436617,-31.55027
6.445788,-31.75006
6.454958,-31.94985
6.464129,-32.14964
6.4733,-32.34943
6.48247,-32.54922
6.491641,-32.74901
6.500811,-32.9488
6.509982,-33.14859
6.519152,-33.34838
6.528323,-33.54817
6.537493,-33.74796
6.546664,-33.94775
6.555834,-34.14754
