X,Z
-0.4988194,-3.468083
-0.3092807,-3.404247
-0.1197421,-3.34041
0.06979659,-3.276574
0.2593352,-3.212737
0.4488739,-3.148901
0.6384125,-3.085064
0.8279512,-3.021227
1.01749,-2.957391
1.207028,-2.893554
1.396567,-2.829718
1.586106,-2.765881
1.775644,-2.702044
1.965183,-2.638208
2.154721,-2.574371
2.34426,-2.510535
2.533799,-2.446698
2.723338,-2.382862
2.912876,-2.319025
3.102415,-2.255188
3.291954,-2.191352
3.481493,-2.127515
3.671031,-2.063679
3.86057,-1.999842
4.050108,-1.936006
4.239647,-1.872169
4.429185,-1.808333
4.618724,-1.744496
4.808262,-1.68066
4.997801,-1.616824
5.187339,-1.552987
5.376878,-1.489151
5.566416,-1.425314
5.755955,-1.361478
5.945493,-1.297641
6.135032,-1.233805
6.32457,-1.169968
6.514109,-1.106132
6.703647,-1.042295
6.893186,-0.9784589
7.082724,-0.9146224
7.272263,-0.8507859
7.461801,-0.7869494
7.65134,-0.7231129
7.840878,-0.6592764
8.030416,-0.5954399
8.136456,-0.7650151
8.187413,-0.5716159
8.238371,-0.3782166
8.289329,-0.1848174
8.340286,0.008581907
8.391244,0.2019812
8.516776,0.04628366
8.642308,-0.1094138
8.76784,-0.2651114
8.893373,-0.4208089
9.018905,-0.5765064
9.144437,-0.7322039
9.269969,-0.8879014
9.395501,-1.043599
9.521033,-1.199296
9.646565,-1.354994
9.772098,-1.510691
9.89763,-1.666389
10.02316,-1.822086
10.14869,-1.977784
10.27423,-2.133481
10.39976,-2.289179
10.52529,-2.444876
10.65082,-2.600574
10.77635,-2.756272
10.90189,-2.911969
11.02742,-3.067667
11.15295,-3.223364
11.27848,-3.379062
11.40402,-3.53476
11.52955,-3.690457
11.65508,-3.846155
11.78061,-4.001852
11.90614,-4.157549
12.03168,-4.313247
12.15721,-4.468944
12.28274,-4.624641
12.40827,-4.780339
12.5338,-4.936036
12.65934,-5.091733
12.78487,-5.247431
12.9104,-5.403128
13.03593,-5.558825
13.16147,-5.714523
13.287,-5.87022
13.41253,-6.025918
13.53806,-6.181615
13.66359,-6.337312
13.78913,-6.49301
13.91466,-6.648707
14.04019,-6.804404
14.16572,-6.960102
14.29125,-7.115799
14.41679,-7.271496
14.54232,-7.427194
14.66785,-7.582891
14.79338,-7.738588
14.91892,-7.894286
14.71944,-7.879782
14.51997,-7.865278
14.3205,-7.850774
14.12102,-7.83627
13.92155,-7.821766
13.72208,-7.807262
13.5226,-7.792758
13.32313,-7.778254
13.12366,-7.76375
12.92418,-7.749246
12.72471,-7.734742
12.52524,-7.720238
12.32576,-7.705734
12.12629,-7.69123
11.92682,-7.676726
11.72734,-7.662222
11.52787,-7.647718
11.32839,-7.633214
11.12892,-7.618711
10.92945,-7.604207
10.72997,-7.589703
10.5305,-7.575199
10.33103,-7.560695
10.13155,-7.546191
9.932081,-7.531687
9.732608,-7.517183
9.533134,-7.502679
9.333661,-7.488175
9.134188,-7.473671
8.934714,-7.459167
8.735241,-7.444663
8.535768,-7.430159
8.336294,-7.415655
8.136821,-7.401151
7.937347,-7.386647
7.737874,-7.372143
7.538401,-7.357639
7.338927,-7.343135
7.139454,-7.328631
6.939981,-7.314127
6.740507,-7.299623
6.541034,-7.28512
6.34156,-7.270616
6.142087,-7.256112
5.942614,-7.241608
5.74314,-7.227104
5.543667,-7.2126
5.344193,-7.198096
5.14472,-7.183592
4.945247,-7.169088
4.745773,-7.154584
4.5463,-7.14008
4.346827,-7.125576
4.147353,-7.111072
3.94788,-7.096568
3.748406,-7.082064
3.548933,-7.06756
3.34946,-7.053056
3.149986,-7.038552
2.950513,-7.024048
2.75104,-7.009544
2.551566,-6.99504
2.352093,-6.980536
2.152619,-6.966033
1.953146,-6.951529
1.753673,-6.937025
1.554199,-6.922521
1.354726,-6.908017
1.155252,-6.893513
0.9557791,-6.879009
0.7563057,-6.864505
0.5568323,-6.850001
0.3573589,-6.835497
0.1578855,-6.820993
-0.04158786,-6.806489
-0.2410613,-6.791985
-0.4405347,-6.777481
-0.640008,-6.762977
-0.8394814,-6.748473
-1.038955,-6.733969
-1.238428,-6.719465
-1.437902,-6.704961
-1.637375,-6.690457
-1.836848,-6.675953
-2.036322,-6.661449
-2.235795,-6.646945
-2.435269,-6.632442
-2.634742,-6.617938
-2.834215,-6.603434
-3.033689,-6.58893
-3.233162,-6.574426
-3.432636,-6.559922
-3.632109,-6.545418
-3.831582,-6.530914
-4.031056,-6.51641
-3.895239,-6.369598
-3.759422,-6.222786
-3.623605,-6.075974
-3.487788,-5.929162
-3.351971,-5.78235
-3.216154,-5.635538
-3.080337,-5.488726
-2.94452,-5.341914
-2.808702,-5.195102
-2.672885,-5.04829
-2.537068,-4.901478
-2.401251,-4.754666
-2.265434,-4.607854
-2.129617,-4.461042
-1.9938,-4.31423
-1.857983,-4.167418
-1.722166,-4.020607
-1.586349,-3.873795
-1.450531,-3.726983
-1.314714,-3.580171
-1.178897,-3.43336
-1.04308,-3.286548
-0.9072627,-3.139736
-0.7714455,-2.992924
-0.6356283,-2.846113
-0.4998112,-2.699301
-0.363994,-2.552489
-0.2281768,-2.405678
-0.09235969,-2.258866
0.04345746,-2.112054
0.1792746,-1.965242
0.3150918,-1.818431
0.450909,-1.671619
0.5867261,-1.524807
0.7225433,-1.377995
0.8583605,-1.231184
0.9941776,-1.084372
1.129995,-0.9375603
1.265812,-0.7907485
1.401629,-0.6439367
1.537446,-0.4971249
1.673263,-0.3503131
1.809081,-0.2035014
1.944898,-0.05668959
2.080715,0.09012218
2.216532,0.2369339
2.352349,0.3837457
2.488166,0.5305575
2.623983,0.6773693
2.7598,0.8241811
2.895617,0.9709929
3.031434,1.117805
3.167251,1.264616
3.303068,1.411428
3.438885,1.55824
3.574703,1.705052
3.71052,1.851863
3.846337,1.998675
3.982154,2.145487
4.117971,2.292299
4.253788,2.43911
4.389605,2.585922
4.525422,2.732734
4.661239,2.879545
4.797056,3.026357
4.932873,3.173169
5.06869,3.319981
5.204507,3.466792
5.340324,3.613604
5.476141,3.760416
5.611959,3.907228
5.747776,4.054039
5.883593,4.200851
6.01941,4.347663
6.155227,4.494475
6.291044,4.641287
6.426861,4.788099
6.562678,4.934911
6.698495,5.081723
6.834312,5.228535
6.970129,5.375347
7.105946,5.522159
7.241763,5.668971
7.37758,5.815783
7.513397,5.962595
7.649214,6.109407
7.785031,6.256219
7.920848,6.403031
8.056665,6.549843
8.192483,6.696655
8.3283,6.843467
8.464118,6.990279
8.599936,7.137091
8.735753,7.283903
8.871571,7.430715
9.007388,7.577527
9.143206,7.724339
9.279023,7.87115
9.414841,8.017962
9.550658,8.164774
9.686476,8.311585
9.822293,8.458397
9.958111,8.605208
10.09393,8.75202
10.22975,8.898831
10.36556,9.045643
10.50138,9.192454
10.6372,9.339266
10.77302,9.486077
10.90883,9.632889
11.04465,9.7797
11.18047,9.926512
11.31629,10.07332
11.4521,10.22013
11.58792,10.36695
11.72374,10.51376
11.85956,10.66057
11.99537,10.80738
12.13119,10.95419
12.26701,11.101
